name,located,registered_on
NA,Lagos,"Registered on May 09, 2014agent"
Brem Properties Limited,"Olaniyi street Bariga, Lagos","Registered on Jun 11, 2014agent"
Agent Ogunfunmi,Lagos,"Registered on Jun 25, 2014agent"
Mr Vincent,Lagos,"Registered on Jun 06, 2014agent"
Harilogold Properties,Lagos,"Registered on Jun 06, 2014agent"
Mr Ola,Lagos,"Registered on Jul 09, 2014agent"
Chief-Shomolu,Lagos,"Registered on Jul 09, 2014agent"
Barr Duru,Lagos,"Registered on Jun 19, 2014agent"
Mr Fagboun,Lagos,"Registered on Jun 20, 2014agent"
Mr Ahmed,Lagos,"Registered on Jun 21, 2014agent"
Mr. Mattin (Ikoyi),Lagos,"Registered on Jun 30, 2014agent"
Uche Ajah,Lagos,"Registered on Aug 19, 2014agent"
Beulah properties,Lagos,"Registered on Aug 19, 2014agent"
Landlady,"90, oldewu road, Lagos","Registered on Aug 19, 2014agent"
Helen,Lagos,"Registered on Feb 04, 2014agent"
Babington Enterprise,Lagos,"Registered on Feb 06, 2014agent"
Mr Ken,Lagos,"Registered on Feb 13, 2014agent"
Mr Marcus Omogie,Lagos,"Registered on Feb 13, 2014agent"
Mr Chidi,Lagos,"Registered on Feb 17, 2014agent"
Mrs Awodeyi,Lagos,"Registered on Feb 12, 2014agent"
Mr Raji,"Abeokuta street, Lagos","Registered on Jan 30, 2014agent"
Benthon Property Ltd,"44,Hughes Avenue, Alagomeji, Yaba, Lagos","Registered on Jan 30, 2014agent"
Humble Abode Int ltd,Lagos,"Registered on Feb 07, 2014agent"
Raylings,Lagos,"Registered on Jan 23, 2014agent"
Larick properties limited,Lagos,"Registered on Mar 27, 2014agent"
Robinson and co,Lagos,"Registered on Mar 04, 2014agent"
Offrey,Lagos,"Registered on Mar 05, 2014agent"
Gbenga Asaaju and Co,Lagos,"Registered on Mar 25, 2014agent"
Mr Peter,Lagos,"Registered on Apr 08, 2014agent"
olude agent,Lagos,"Registered on Apr 08, 2014agent"
First haven,Lagos,"Registered on Apr 08, 2014agent"
West Coast Properties,Lagos,"Registered on Apr 15, 2014agent"
Country Home Real Estate Company,Lagos,"Registered on Apr 03, 2014agent"
Mr Fred,Lagos,"Registered on Apr 04, 2014agent"
w.o. fatoba & co.,"10, alhaji lukman street , Lagos","Registered on Oct 23, 2014agent"
The Solicitor Lekki,Lagos,"Registered on Oct 23, 2014agent"
Ademola rufus and co,Lagos,"Registered on Oct 23, 2014agent"
lanacre properties,"35, adebayo mokuolu, Lagos","Registered on Oct 20, 2014agent"
Ilojo Agent,Lagos,"Registered on Oct 20, 2014agent"
Mr Dapo(unilag est),Lagos,"Registered on Oct 21, 2014agent"
Dapo Adekunle Consulting,Lagos,"Registered on Oct 15, 2014agent"
Rotimi Shita-bey,Lagos,"Registered on Oct 16, 2014agent"
wale,"ajah, Lagos","Registered on Oct 16, 2014agent"
Mr Edward,Lagos,"Registered on Oct 16, 2014agent"
Barristers solicitors,"5, olabode str, Lagos","Registered on Oct 13, 2014agent"
Mr. Nelson,Lagos,"Registered on Oct 03, 2014agent"
Realtors' Gate,"28 Emmanuel Osakwe, Lagos","Registered on Oct 08, 2014agent"
Shoprite Agent 2,Lagos,"Registered on Nov 06, 2014agent"
pastor,Lagos,"Registered on Nov 07, 2014agent"
Mr Kareem,Lagos,"Registered on Nov 07, 2014agent"
Alaba Odunlami & Co,Lagos,"Registered on Nov 05, 2014agent"
Charles Adebiyi and co,Lagos,"Registered on Nov 06, 2014agent"
Jay Alpha,Lagos,"Registered on Oct 31, 2014agent"
Anita,Lagos,"Registered on Nov 03, 2014agent"
Mr Tolu,Lagos,"Registered on Aug 27, 2014agent"
Tobi,Lagos,"Registered on Aug 29, 2014agent"
Mr Adebayo,Lagos,"Registered on Sep 05, 2014agent"
Mrs Piero,Lagos,"Registered on Sep 05, 2014agent"
The solicitors,"13, oludegun avenue off int airport, Lagos","Registered on Sep 24, 2014agent"
Ajah guy-old 2,Lagos,"Registered on Sep 25, 2014agent"
Tayo D F,Lagos,"Registered on Sep 25, 2014agent"
betchoice nig limited,"1abolade iju lagos, Lagos","Registered on Oct 01, 2014agent"
Olukayode Ogun & Company,Lagos,"Registered on Sep 22, 2014agent"
Mr. Yemi,Lagos,"Registered on Sep 12, 2014agent"
Mr. Elijah,Lagos,"Registered on Sep 12, 2014agent"
Mr Ifeanyi,Lagos,"Registered on Oct 17, 2014agent"
Mr. James,"Onike, Lagos","Registered on Oct 20, 2014agent"
Mr deji agent,"11a, adeniran ogunsanya, Lagos","Registered on Oct 09, 2014agent"
Harrich investment,"lekki, Lagos","Registered on Oct 09, 2014agent"
Mr. Sulaimon,Lagos,"Registered on Oct 10, 2014agent"
SOUL PROPERTIES LTD,Lagos,"Registered on Oct 10, 2014agent"
Zymen properties Ltd,Lagos,"Registered on Oct 14, 2014agent"
First Maximum Link Enterprize,Lagos,"Registered on Oct 14, 2014agent"
Mr Adebayo,Lagos,"Registered on Oct 23, 2014agent"
western colony properties consults,Lagos,"Registered on Dec 12, 2014agent"
Next community limited,Lagos,"Registered on Dec 12, 2014agent"
LEECOM,Lagos,"Registered on Dec 16, 2014agent"
O & A,Lagos,"Registered on Dec 18, 2014agent"
Jet Don property,Lagos,"Registered on Dec 18, 2014agent"
Mr Joseph ,Lagos,"Registered on Jan 09, 2015agent"
cekay properties,Lagos,"Registered on Jan 15, 2015agent"
Yomi Adedibu and co,Lagos,"Registered on Jan 19, 2015agent"
Temitope Owolabi,Lagos,"Registered on Jan 29, 2015agent"
Ehis,Lagos,"Registered on Jan 29, 2015agent"
Yemi Adeyanju & Co.,Lagos,"Registered on Mar 20, 2015agent"
PROSMART,Lagos,"Registered on Apr 10, 2015agent"
babsyilu properties,Lagos,"Registered on Feb 23, 2015agent"
Probity chambers,Lagos,"Registered on Feb 26, 2015agent"
EpI property,Lagos,"Registered on Feb 26, 2015agent"
Henry Company,Lagos,"Registered on Apr 01, 2015agent"
Generoso Global Services,Lagos,"Registered on Mar 12, 2015agent"
tempillars global ltd,Lagos,"Registered on Mar 02, 2015agent"
Bayo Adeyemo & Associates,Lagos,"Registered on Jun 01, 2015agent"
Grey Usihol & co,Lagos,"Registered on Jun 09, 2015agent"
la bonne projects limited,Lagos,"Registered on Oct 29, 2014agent"
mr mattew,Lagos,"Registered on Nov 24, 2014agent"
ONABANJO PROPERTY MANAGEMENT,Lagos,"Registered on Nov 24, 2014agent"
The Solicitor,Lagos,"Registered on Nov 25, 2014agent"
Agent Avenue,Lagos,"Registered on Nov 25, 2014agent"
Mr shola,"yaba, Lagos","Registered on Nov 26, 2014agent"
Iyk Properties,Lagos,"Registered on Nov 26, 2014agent"
Samford prop,Lagos,"Registered on Nov 27, 2014agent"
Mary Dave associate,Lagos,"Registered on Nov 28, 2014agent"
Pastor Oria,Lagos,"Registered on Dec 02, 2014agent"
Agidingbi Agent,Lagos,"Registered on Nov 21, 2014agent"
Mr Tosin,Lagos,"Registered on Nov 21, 2014agent"
Allen agent,Lagos,"Registered on Nov 21, 2014agent"
james007,,"Registered on Dec 11, 2014agent"
Sesan Famokunwa,"Community Road, Lagos","Registered on Nov 13, 2014agent"
Monglen Orobosa,,"Registered on Nov 11, 2014agent"
Coliseum Development,Lagos,"Registered on Nov 18, 2014agent"
Master International,"4, christine onyung street, Lagos","Registered on Nov 13, 2014agent"
DSO and Associate,Lagos,"Registered on Jan 21, 2015agent"
Strategic properties,Lagos,"Registered on Jan 23, 2015agent"
josaday nig company,Lagos,"Registered on Jun 10, 2015agent"
Jide Ajagbe,"2, Muri Folami Street, Ogudu GRA, Ojota, Lagos","Registered on Apr 24, 2015agent"
Chrimos Investments Ltd,Lagos,"Registered on Apr 28, 2015agent"
Jagun Dosunmu,Lagos,"Registered on Apr 28, 2015agent"
Agboola Aina,"No 2 Agboola Aina street, Lagos","Registered on May 04, 2015agent"
Damilola Adetola & co,"somolu, Lagos","Registered on Jun 16, 2015agent"
r wells,Lagos,"Registered on Jun 20, 2015agent"
Opebi agent,Lagos,"Registered on Jun 24, 2015agent"
Royal prop ltd,Lagos,"Registered on Jun 25, 2015agent"
ikeja gra agent,Lagos,"Registered on Jun 25, 2015agent"
jade okeke & co,Lagos,"Registered on Jul 28, 2015agent"
Ademola Sodiq,Lagos,"Registered on Jul 31, 2015agent"
temitayo akintunde,Lagos,"Registered on Jul 07, 2015agent"
Solicitor-fagba,Lagos,"Registered on Jul 07, 2015agent"
B.S Bakare & sons,Lagos,"Registered on Jul 09, 2015agent"
solicitor odofin,Lagos,"Registered on Jul 09, 2015agent"
Kemmy Musswell Ltd,Lagos,"Registered on Jul 10, 2015agent"
mr sam nwosu &co,Lagos,"Registered on Aug 21, 2015agent"
mr larry oshomagbe ventures,Lagos,"Registered on Jul 14, 2015agent"
funnics properties,Lagos,"Registered on Jul 15, 2015agent"
Najis BadorePlaza,,"Registered on Mar 17, 2016agent"
Tola,,"Registered on Mar 27, 2016agent"
Brel Brand Concepts,"39, Adeola Raji Avenue, Atunrase Estate, Gbagada. Lagos., Lagos","Registered on Apr 04, 2016agent"
Cube plus,"Opic berger, Lagos","Registered on Apr 08, 2016agent"
muyiwa,,"Registered on May 22, 2016agent"
ifeanyi ezechukwu,,"Registered on Apr 22, 2016agent"
Dotun Adeyemi,"1 Young Arabamen Lekki Expressway sangotedo, Lagos","Registered on Apr 15, 2016agent"
Obinna Chukwuma,,"Registered on May 31, 2016agent"
newheightsconstruct ltd,"Blk 22, Flt 7, Somolu, Dolphin Estate, Ikoyi, Lagos, Lagos","Registered on Apr 29, 2016agent"
Harvet Homes and Properties,"3 Abebe ariyo street Ajah, Lagos","Registered on May 15, 2016agent"
Fraise Legal,"18a Akanbi Disu Street, Lagos","Registered on May 16, 2016agent"
Mr Kingsley Babatunde,,"Registered on Jul 15, 2016agent"
Joel Amawhe,,"Registered on Jul 11, 2016agent"
namal nig ltd,"37 odejayi crescent, Lagos","Registered on Jun 19, 2016agent"
Mr Oladeji Alade,,"Registered on Jul 15, 2016agent"
NOBEL AND COMPANY,"7, NOBEL HOUSE, OLIYIDE STREET MUSHIN LAGOS, Lagos","Registered on Jul 15, 2016agent"
Caroline Olasoji Ajise,,"Registered on Jul 12, 2016agent"
Hammy onax,,"Registered on Jun 28, 2016agent"
Chris,,"Registered on Dec 29, 2015agent"
DESHEF PROPERTIES,"12, Ayowaninu Jesu Street, Off Alakuko Road, Lagos, Lagos","Registered on Dec 29, 2015agent"
bamquad properties,"5&7 Abisogun leigh Street Behind Excellence Hotel Aguda ogba GRA ,Ogba, Lagos","Registered on Dec 27, 2015agent"
GT Parker Estates ,"24b Ilaro street old bodija, Lagos","Registered on Jan 24, 2016agent"
Oraqleen Services,"Suite A72, Ikota Shopping Complex, VGC, Lekki, Lagos","Registered on Jan 27, 2016agent"
adigun muyiwa,,"Registered on Dec 03, 2015agent"
Oluwakemi Omoniyi,,"Registered on Dec 04, 2015agent"
Pundit Solicitors,"Plot 10 oba lateef adams crescent off olufeso street iloro agege lagos Nigeria, Lagos","Registered on Dec 04, 2015agent"
NTN Associates,"3, Faramobi Ajike Street, Off Bush Street, Anthony Village, Lagos, Lagos","Registered on Nov 13, 2015agent"
wahab,,"Registered on Nov 16, 2015agent"
Giggy Belle,,"Registered on Feb 10, 2016agent"
obinna,,"Registered on Feb 16, 2016agent"
JOY HOMES,"71, kings avenue, ojodu, Lagos","Registered on Feb 18, 2016agent"
Michael Mayor,,"Registered on Feb 23, 2016agent"
Ibestand Golden Limited,"27 Unity Road Osapa, Lagos","Registered on Mar 03, 2016agent"
Ekene,,"Registered on Mar 09, 2016agent"
Jidadex Professional Services,"10 Akpoguma Str Kilo Surulere, Lagos","Registered on Feb 05, 2016agent"
Mosville Realtors and Property Limited,"12 Norus Close Off Adekola Ajasa Street, Lagos","Registered on Feb 09, 2016agent"
Peter Amama,"3 Bamidele street igbe road ikorodu lagos, Lagos","Registered on Mar 12, 2016agent"
Phoenix Gee Ventures Ltd,"3, Akinfe street, Ajao Estate, Anthony Villge. Lagos, Lagos","Registered on Mar 16, 2016agent"
Mr Isaac ,,"Registered on Jul 19, 2016agent"
Mr Emmanuel,,"Registered on Jul 19, 2016agent"
bariga agent,Lagos,"Registered on Jul 15, 2015agent"
golden sections ltd,Lagos,"Registered on Jul 16, 2015agent"
haywydot,Lagos,"Registered on Aug 14, 2015agent"
LIGHTHILL PROPERTY LTD,Lagos,"Registered on Aug 17, 2015agent"
kilo Agent,Lagos,"Registered on Jul 23, 2015agent"
Solicitor,Lagos,"Registered on Jul 23, 2015agent"
jn22 limited,Lagos,"Registered on Jul 27, 2015agent"
luminous height hospitality ltd,"54 Meiran Road, Off Meiran B/S Along Lag/Abeokuta Exp way. Ojokoro, Lagos","Registered on Sep 22, 2015agent"
Paul,,"Registered on Sep 23, 2015agent"
Okeoghene ,,"Registered on Sep 23, 2015agent"
Amed services ,"1st avenue a close house 12 Festac , Lagos","Registered on Oct 07, 2015agent"
Jomoto Properties Ltd ,"38 King George V Rd. Lagos, Lagos","Registered on Oct 07, 2015agent"
BOW-FINGER DAXMAN REALTY COMPANY,"BLOCK 37, FLAT6, SHOMOLU AVENUE, DOLPHIN ESTATE IKOYI, Lagos","Registered on Oct 07, 2015agent"
Chiweta Uraih,,"Registered on Oct 11, 2015agent"
Hacienda Freshwaters ,"Plot 19, Block 82, Prince Bode Adebowale Street, Off Fola Osibo Street, Lekki Phase 1, Lagos State., Lagos","Registered on Oct 02, 2015agent"
Ademola,"Ikosi, ketu, Lagos","Registered on Sep 04, 2015agent"
Aquaterra Solutions Nigeria Limited ,"Ogbuefi lane, Lagos","Registered on Oct 27, 2015agent"
Alpha comm,"2, osunlalu street off oyatogun street oke ira aguda ogba ikeja, Lagos","Registered on Oct 28, 2015agent"
H2glo,"13A Bode Thomas, Off Awoyokun, Onipanu , Lagos","Registered on Oct 30, 2015agent"
NAIJA LANDLORD,"15, Niyi Ogunleye Street, Lagos","Registered on Jan 18, 2016agent"
Exclusive List Realty Ltd,,"Registered on Aug 29, 2016agent"
James Adeola,"Adaranigbagbo , Lagos","Registered on Sep 01, 2016agent"
Rhuddlan Limited,,"Registered on Aug 31, 2016agent"
Rowaiye Olusegun,,"Registered on Sep 19, 2016agent"
1KHenry Property & Services,"2, Progress College Road Car Wash Bus Stop New Oko Oba. , Lagos","Registered on Sep 21, 2016agent"
Afolabi Ogunmodede Abrahams,,"Registered on Sep 12, 2016agent"
Tunde Ajayi,,"Registered on Sep 14, 2016agent"
Estola Facilities And Management Services Ltd,,"Registered on Sep 14, 2016agent"
Anslem Anabui,,"Registered on Sep 14, 2016agent"
Placid Properties,,"Registered on Sep 20, 2016agent"
Afolabi Oyeledun,,"Registered on Sep 21, 2016agent"
Matil Homes,,"Registered on Sep 16, 2016agent"
Dolapo Quadri ,"Social club road , Lagos","Registered on Sep 09, 2016agent"
Olly Gold & Co,Lagos,"Registered on Sep 09, 2016agent"
Ogusanya Adeleye,,"Registered on Sep 15, 2016agent"
Radiance Properties & Co,,"Registered on Sep 15, 2016agent"
Seun Obuseh & Co.,"Adeojo street, wemabod estate ikeja, lagos, Lagos","Registered on Sep 28, 2016agent"
Seyi,,"Registered on Sep 30, 2016agent"
Michael Okeje,,"Registered on Oct 01, 2016agent"
Wealthpool Global Resource,Abuja,"Registered on Oct 04, 2016agent"
Big Will,Delta,"Registered on Nov 01, 2016agent"
Mustapha Abdulkareem,Ogun,"Registered on Nov 01, 2016agent"
Lukop Nigeria Limited,"Plot 11, block 113 lekki epeexpressway, Lagos","Registered on Nov 07, 2016agent"
Renew Ventures Nig Ltd,,"Registered on Oct 25, 2016agent"
Williamson Exclusive Foresight Limited,,"Registered on Oct 25, 2016agent"
Chuks Emedike,Enugu,"Registered on Nov 02, 2016agent"
Kdove Estate Ltd,Enugu,"Registered on Nov 03, 2016agent"
mosco enterprises,Lagos,"Registered on Nov 08, 2016agent"
James Djamzs,Abuja,"Registered on Nov 08, 2016agent"
Israel Ayo,Oyo,"Registered on Nov 17, 2016agent"
Orji Ota,Oyo,"Registered on Nov 16, 2016agent"
yinka oke,,"Registered on Nov 14, 2016agent"
Tunji Ologunebi,,"Registered on Nov 15, 2016agent"
Akanimo Udoh,Cross River,"Registered on Nov 11, 2016agent"
Ogbuka Dubem,,"Registered on Nov 16, 2016agent"
Oludigital Ventures,"488, Ikorodu Road, Ketu, Lagos","Registered on Nov 23, 2016agent"
Yusuf Onabekun,Ogun,"Registered on Nov 23, 2016agent"
Gabriel Olatunji,Ogun,"Registered on Nov 18, 2016agent"
Lois Iyika,,"Registered on Nov 18, 2016agent"
Gboye,,"Registered on Nov 19, 2016agent"
Mr Samuel Fayemi,,"Registered on Jul 18, 2016agent"
Abiodun A. Opara,,"Registered on Jul 28, 2016agent"
Dayo Adebayo,,"Registered on Jul 28, 2016agent"
Maureen Kelz,,"Registered on Jul 28, 2016agent"
ishmael olanrewaju,,"Registered on Aug 05, 2016agent"
Eghosa,,"Registered on Jul 27, 2016agent"
SOBAT Pro,,"Registered on Aug 12, 2016agent"
Daniel,,"Registered on Aug 12, 2016agent"
Avid Global Properties,,"Registered on Aug 15, 2016agent"
Homes & Ruffs Global Ltd,,"Registered on Aug 15, 2016agent"
owolabi oluwaseyi,,"Registered on Aug 10, 2016agent"
Iwel Property Brokers,,"Registered on Aug 17, 2016agent"
Mr. Pelumi,,"Registered on Aug 16, 2016agent"
Vivien Ugwueze & Co,,"Registered on Aug 08, 2016agent"
Anthony Oriaku,"9 karounwi street,ikate surulere,lagos, Lagos","Registered on Aug 21, 2016agent"
Tony Wemton,,"Registered on Aug 22, 2016agent"
Dada Agboola,Lagos,"Registered on Aug 22, 2016agent"
Flawless Gold Multi Business Int'l Ltd,,"Registered on Aug 18, 2016agent"
Grapes Properties,,"Registered on Aug 18, 2016agent"
White Strucure,,"Registered on Aug 23, 2016agent"
ola,,"Registered on Nov 23, 2016agent"
Adeyinka Dada,Abuja,"Registered on Nov 21, 2016agent"
obiora chinwe,,"Registered on Nov 25, 2016agent"
Soji Adenowo ,,"Registered on Nov 25, 2016agent"
Jubril Muili,,"Registered on Nov 30, 2016agent"
PRECIOUS CROWN REAL ESTATE INT'L LTD,Oyo,"Registered on Dec 01, 2016agent"
MCC,,"Registered on Dec 01, 2016agent"
Abiola Lawal,Lagos,"Registered on Nov 30, 2016agent"
Newday property,,"Registered on Dec 06, 2016agent"
Ben . E,,"Registered on Dec 06, 2016agent"
Akinbami,,"Registered on Dec 04, 2016agent"
Dosunmu Kazeem,,"Registered on Dec 05, 2016agent"
Hykrisexpress,"Nsukka, Enugu state., Enugu","Registered on Dec 02, 2016agent"
Isiaka Adelakun,,"Registered on Dec 05, 2016agent"
George exotic real estate,,"Registered on Dec 08, 2016agent"
Philip Oshiogbele,Rivers,"Registered on Dec 13, 2016agent"
Nil,"Ogo titun , Akeja, Ogun","Registered on Dec 19, 2016agent"
temitope,,"Registered on Dec 15, 2016agent"
kolawole Fadayomi,Lagos,"Registered on Jan 05, 2017agent"
Tomide,,"Registered on Jan 05, 2017agent"
Chief Samuel Babalola Agbeniyi,,"Registered on Oct 05, 2016agent"
PropertyPort Nigeria,"304 - 306 Ikorodu road, Anthony Lagos, Lagos","Registered on Sep 26, 2016agent"
Superlative homes,,"Registered on Oct 07, 2016agent"
Temitope Ijibadejo,,"Registered on Oct 05, 2016agent"
PINCO PROPERTIES LTD,,"Registered on Oct 06, 2016agent"
Optimax Haven,"Alakuko Road, Lagos","Registered on Sep 27, 2016agent"
Philip Orukpe,,"Registered on Oct 10, 2016agent"
Akinrinmade Tobi ,,"Registered on Oct 11, 2016agent"
ADELABU OLUGBENG SAMUEL,,"Registered on Oct 12, 2016agent"
Compact Homes Realtors,"163, Bamgbose Street, Lagos Island, Lagos State, Lagos","Registered on Oct 12, 2016agent"
Malku Asheer Properties,,"Registered on Oct 14, 2016agent"
adedayo olurin,,"Registered on Oct 10, 2016agent"
The Hexagon,,"Registered on Oct 11, 2016agent"
Nnaji Levi,,"Registered on Oct 15, 2016agent"
Tiwalayo Olarewaju,,"Registered on Oct 16, 2016agent"
McRiches Ventures ,"17, Hammed Onibudo Street, Victoria Island , Lagos","Registered on Oct 17, 2016agent"
O. A Coker & Co,Lagos,"Registered on Oct 18, 2016agent"
Olamorin,,"Registered on Oct 24, 2016agent"
Jsp Propeties,,"Registered on Oct 24, 2016agent"
MARCUS SCHNEIDER,,"Registered on Oct 24, 2016agent"
Nuvie Alfred,,"Registered on Jan 05, 2017agent"
Kingsley Nwabugwu,,"Registered on Jan 06, 2017agent"
Danadel ventures," adeshina surulere lagos, Lagos","Registered on Dec 27, 2016agent"
Pascal,"#7 onwunkwe close off Station Road Elelenwo, in Obio/Akpor, Local Govern Area, Rivers","Registered on Dec 28, 2016agent"
Chris Haruna & co,,"Registered on Dec 22, 2016agent"
Ascension,"Ajao Road Ikeja, Lagos","Registered on Dec 31, 2016agent"
Moore n Mesh Properties,"Lekki, Lagos","Registered on Jan 02, 2017agent"
Adeoye Segun Hakeem,,"Registered on Jan 03, 2017agent"
Moruf Adewale,,"Registered on Jan 04, 2017agent"
Julia Bebiem,,"Registered on Jan 19, 2017agent"
Okhare,"., Lagos","Registered on Jan 20, 2017agent"
Ojo,,"Registered on Jan 17, 2017agent"
Ernest E. Oviawe,,"Registered on Jan 17, 2017agent"
Geoworld properties,"583 agege motor road shogunle oshodi Lagos near olori bus stop shogunle, Lagos","Registered on Jan 18, 2017agent"
Ayobammy A.,,"Registered on Jan 23, 2017agent"
Cristal Roger DP Ltd,"Plot 1844 T.Y.Danjuma street, Asokoro, Abuja","Registered on Jan 17, 2017agent"
Mr Wale,,"Registered on Jan 17, 2017agent"
Apostle Rotimi,,"Registered on Jan 09, 2017agent"
mussa mussa,,"Registered on Jan 10, 2017agent"
adebiyi,,"Registered on Jan 16, 2017agent"
Agbelusi Michael,,"Registered on Feb 01, 2017agent"
nwofor chucks,,"Registered on Jan 30, 2017agent"
Ayo Rotimi,,"Registered on Jan 30, 2017agent"
Olusola Adepoju,,"Registered on Jan 30, 2017agent"
Esan Olanrewaju,,"Registered on Jan 25, 2017agent"
kenfag ventures ,"47, apata street, somolu, Lagos","Registered on Feb 04, 2017agent"
Henry Egeonu,,"Registered on Feb 05, 2017agent"
Kookie,,"Registered on Feb 09, 2017agent"
Bawa,,"Registered on Feb 03, 2017agent"
Authentic Properties Solution,"Maryland Lagos, Lagos","Registered on Feb 06, 2017agent"
Bestlife Solution,,"Registered on Feb 21, 2017agent"
Solid Homes Limited,"17 Ibiwe Street, off Oba Market Road, Ring Road, Benin City., Edo","Registered on Feb 24, 2017agent"
gift properties,Lagos,"Registered on Feb 16, 2017agent"
Gloria smith,,"Registered on Feb 19, 2017agent"
sunday obende & co,"Herbert Macaulay way, wuse zone 6, Abuja","Registered on Feb 22, 2017agent"
jerry aideyan,,"Registered on Feb 23, 2017agent"
PaltonLoitte & Associates,,"Registered on Feb 27, 2017agent"
Ettap Imaobong Martins,,"Registered on Feb 27, 2017agent"
Jubaili Bros Engineering Ltd,"22A, Suez Crescent, Sanni Ibrahim Abacha Est, Wuse Zone 4, Abuja - Nigeria , Abuja","Registered on Feb 28, 2017agent"
Trolad Properties,"11, Ogunleti Street, Ojota, Lagos","Registered on Mar 01, 2017agent"
Okojie Etusi,,"Registered on Apr 11, 2017agent"
LONGRANGE BUSINESS CONNECT,"28 AYINDE AKINMADE STREET OFF ADMIRALTY, LEKKI., Lagos","Registered on Apr 07, 2017agent"
Adanna Onyegbu,,"Registered on Apr 07, 2017agent"
SEALED GOLD LIMITED,"Plot 200 Sunny Egbeide street, Diamond Estate, Amuwo Odofin, Lagos","Registered on Apr 21, 2017agent"
High-wings technologies ,"Meran road alimosho, Lagos","Registered on Apr 22, 2017agent"
Ibukuntayo Fakiyesi,,"Registered on Apr 11, 2017agent"
Peter Chigindu Melekwe ,,"Registered on Apr 11, 2017agent"
Kabelo,,"Registered on Apr 12, 2017agent"
Gerald,,"Registered on Apr 07, 2017agent"
Omaga,,"Registered on May 03, 2017agent"
Ayodele Adeneye,,"Registered on May 04, 2017agent"
Ayodeji adewunmi,,"Registered on May 04, 2017agent"
springville Flexsuites,"Plot 78, Block 28 Babatope Bejide Crescent, Off Fola Osibo street. Lekki Phase one Lekki, Lagos","Registered on May 05, 2017agent"
Blessed Vmaco Investment,"5 Amadu Bello way,Keffi, Nassarawa","Registered on Apr 29, 2017agent"
Talib Olabamiji Rasheed,,"Registered on May 09, 2017agent"
alfred obas,,"Registered on May 09, 2017agent"
Gabriel Okei,,"Registered on Apr 25, 2017agent"
AJAYI ISRAEL O,,"Registered on May 08, 2017agent"
Prince andy,,"Registered on May 02, 2017agent"
Abiola Olumide-Ale,,"Registered on May 02, 2017agent"
wale,,"Registered on Sep 10, 2017agent"
Opeyemi,,"Registered on Sep 21, 2017agent"
Timothy Neuman,,"Registered on Oct 03, 2017agent"
OLUWABUNMI BENARD,,"Registered on Oct 02, 2017agent"
Gen26 Properties,,"Registered on Sep 29, 2017agent"
Osadebe,,"Registered on Sep 28, 2017agent"
Mayowa Ogundele,,"Registered on Oct 03, 2017agent"
OBARO I EMEAKPOR,,"Registered on Oct 12, 2017agent"
Akin Ilori,,"Registered on Oct 09, 2017agent"
Barbara Biosah,,"Registered on Oct 13, 2017agent"
Adanma,,"Registered on Oct 13, 2017agent"
Indelible properties,"Lagos Island, Lagos","Registered on Oct 17, 2017agent"
Divine dominion investment plc,"Abuja, Abuja","Registered on Oct 19, 2017agent"
KorrectKrib,Lagos,"Registered on Oct 16, 2017agent"
Tare Youdeowei ,,"Registered on Oct 27, 2017agent"
THINKVISE AND ASSOCIATES,,"Registered on Oct 28, 2017agent"
Alao Tope,,"Registered on Oct 25, 2017agent"
David Ejiro,,"Registered on Oct 26, 2017agent"
Yinka Stephen,,"Registered on Oct 24, 2017agent"
Tade Adenugba,,"Registered on Oct 24, 2017agent"
oladokun olawale,,"Registered on Mar 07, 2017agent"
VICTOR ZEBULON,,"Registered on Mar 03, 2017agent"
Deinde,,"Registered on Mar 04, 2017agent"
Avarn-Guuard Intl.,,"Registered on Mar 13, 2017agent"
Ayinuola Olaniyi,,"Registered on Mar 05, 2017agent"
Nwabekee Chigozie Charles,,"Registered on Mar 06, 2017agent"
Ogun State Property and Investment Corporation,"OPIC HQ, OPIC roundabout, Oke-Ilewo, Abeokuta, Ogun","Registered on Mar 06, 2017agent"
OPIS PROPERTIES LTD ,"Block B, SUITE 15/16 , 134 Ijegun road, Ikotun , Lagos","Registered on Mar 14, 2017agent"
ita asanansi,,"Registered on Mar 16, 2017agent"
Atlantic Properties,"Lekki, Lagos","Registered on Mar 21, 2017agent"
Eyi,,"Registered on Mar 19, 2017agent"
Osagie Odiase,"92 Awolowo Road, Ikoyi, Lagos, Lagos","Registered on Mar 29, 2017agent"
Wendy,,"Registered on Mar 29, 2017agent"
JusErrand Realtors,"Lekki , Lagos","Registered on Apr 04, 2017agent"
wolban properties,,"Registered on Mar 27, 2017agent"
akanbi,,"Registered on Apr 14, 2017agent"
BollyKamio Ventures Limited,"2nd Floor, Nigerian Law Publications House (Gani Fawehinmi Plaza) Central Business District CBD, Otunba Jobi Fele Way, Alausa, Ikeja, Lagos. Nigeria, Lagos","Registered on Apr 14, 2017agent"
Tolulope Olufemi Obe,,"Registered on Apr 14, 2017agent"
Kosoko abiodun Sadiq ,,"Registered on Apr 19, 2017agent"
Shaun,,"Registered on Apr 19, 2017agent"
Lucky Omovie Mark,,"Registered on Apr 27, 2017agent"
Divine,,"Registered on May 16, 2017agent"
ARCHITECTURAL MINDS & EXPRESSION LIMITED,"82, kudirat Abiola Road, Opposite Opebi link Road, Oregun Ikeja, Lagos., Lagos","Registered on May 16, 2017agent"
